(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Endgültig;;;;;;;;;;;;;;;
Stand:;14.03.2025;10:50;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;CDU;1;2;58425;32,222394;41323;24,807891;41,386153;7,414503;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;SPD;2;1;40204;22,227874;46316;27,791545;-13,196304;-5,563672;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;SPD;2;2;28150;15,52521;39727;23,849747;-29,14139;-8,324537;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;GRÜNE;3;1;18328;10,133133;23345;14,007981;-21,490683;-3,874848;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;GRÜNE;3;2;23992;13,232001;28724;17,244195;-16,474029;-4,012193;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;FDP;4;1;5695;3,148635;16620;9,972698;-65,734055;-6,824063;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;FDP;4;2;8497;4,686242;22136;13,289148;-61,614565;-8,602906;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;AfD;5;1;34282;18,953735;14396;8,638205;138,135593;10,315531;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;AfD;5;2;35309;19,473522;14971;8,987705;135,849309;10,485817;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Die Linke;6;1;8504;4,701667;4921;2,952807;72,810404;1,748861;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Die Linke;6;2;10679;5,889652;5209;3,127176;105,010559;2,762476;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;dieBasis;7;1;;;3325;1,99514;;-1,99514;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;dieBasis;7;2;509;0,280722;3147;1,889273;-83,825866;-1,608551;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;FREIE WÄHLER;8;1;6875;3,801031;3963;2,377966;73,479687;1,423064;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;FREIE WÄHLER;8;2;3352;1,848686;3146;1,888673;6,547997;-0,039987;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Tierschutzpartei;9;1;;;3601;2,160751;;-2,160751;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Tierschutzpartei;9;2;2073;1,143295;3122;1,874265;-33,600256;-0,730969;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Die PARTEI;10;1;;;1980;1,188083;;-1,188083;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Die PARTEI;10;2;880;0,485335;1514;0,908916;-41,875826;-0,423581;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Volt;11;1;;;623;0,373826;;-0,373826;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Volt;11;2;1228;0,677263;553;0,331989;122,061483;0,345275;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;ÖDP;12;1;;;1159;0,695449;;-0,695449;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;ÖDP;12;2;391;0,215643;676;0,405831;-42,159763;-0,190187;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Bündnis C;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Bündnis C;13;2;284;0,156631;332;0,199313;-14,457831;-0,042682;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;MLPD;14;2;44;0,024267;22;0,013208;100;0,011059;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;2;193;0,106443;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;BSW;16;2;7312;4,032694;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Team Todenhöfer;17;2;;;477;0,286363;;-0,286363;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;PdH;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;PdH;18;2;;;120;0,072041;;-0,072041;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Verjüngungsforschung;19;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;Verjüngungsforschung;19;2;;;181;0,108662;;-0,108662;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;PIRATEN;20;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;Partei;PIRATEN;20;2;;;568;0,340994;;-0,340994;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;283;Emmendingen – Lahr;LAND;08;System-Gruppe;Übrige;1000;2;;;624;0,374613;;-0,374613;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Wahlberechtigte;-4;;204805;;205893;;-0,52843;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Wählende;-3;;167833;81,947706;156776;76,144405;7,052738;5,803301;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Ungültige;-2;1;1648;0,981928;1623;1,035235;1,540357;-0,053307;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Ungültige;-2;2;1031;0,614301;1576;1,005256;-34,581218;-0,390955;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Gültige;-1;1;166185;99,018072;155153;98,964765;7,110401;0,053307;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Gültige;-1;2;166802;99,385699;155200;98,994744;7,475515;0,390955;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;CDU;1;1;63492;38,205614;54148;34,899744;17,256408;3,30587;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;CDU;1;2;56001;33,573338;40210;25,908505;39,271326;7,664833;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;SPD;2;1;21575;12,982519;29003;18,693161;-25,611144;-5,710641;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;SPD;2;2;22192;13,304397;33043;21,290593;-32,839028;-7,986196;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;GRÜNE;3;1;20482;12,324819;21717;13,997151;-5,686789;-1,672332;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;GRÜNE;3;2;18504;11,093392;23083;14,873067;-19,83711;-3,779675;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;FDP;4;1;7406;4,456479;16692;10,758413;-55,63144;-6,301933;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;FDP;4;2;8781;5,264325;22799;14,690077;-61,485153;-9,425752;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;AfD;5;1;34411;20,706442;13876;8,94343;147,989334;11,763012;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;AfD;5;2;36363;21,800098;15320;9,871134;137,356397;11,928964;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Die Linke;6;1;8993;5,411439;4254;2,74181;111,401034;2,669629;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Die Linke;6;2;9490;5,68938;4423;2,849871;114,560253;2,839509;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;dieBasis;7;1;;;6955;4,482672;;-4,482672;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;dieBasis;7;2;719;0,43105;5471;3,525129;-86,857978;-3,094079;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;FREIE WÄHLER;8;1;7685;4,624364;5881;3,790452;30,675055;0,833912;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;FREIE WÄHLER;8;2;3183;1,908251;3729;2,402706;-14,641995;-0,494456;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Tierschutzpartei;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Tierschutzpartei;9;2;1563;0,937039;2290;1,475515;-31,746725;-0,538476;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Die PARTEI;10;1;;;2627;1,693167;;-1,693167;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Die PARTEI;10;2;683;0,409468;1465;0,943943;-53,37884;-0,534476;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Volt;11;1;2141;1,288323;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Volt;11;2;1164;0,697833;441;0,284149;163,945578;0,413684;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;ÖDP;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;ÖDP;12;2;261;0,156473;288;0,185567;-9,375;-0,029094;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Bündnis C;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Bündnis C;13;2;183;0,109711;173;0,111469;5,780347;-0,001758;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;MLPD;14;2;29;0,017386;19;0,012242;52,631579;0,005144;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;2;153;0,091726;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;BSW;16;2;7533;4,516133;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Team Todenhöfer;17;2;;;867;0,558634;;-0,558634;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;PdH;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;PdH;18;2;;;139;0,089562;;-0,089562;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Verjüngungsforschung;19;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;Verjüngungsforschung;19;2;;;221;0,142397;;-0,142397;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;PIRATEN;20;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;Partei;PIRATEN;20;2;;;580;0,373711;;-0,373711;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;284;Offenburg;LAND;08;System-Gruppe;Übrige;1000;2;;;639;0,411727;;-0,411727;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Wahlberechtigte;-4;;196201;;198182;;-0,999586;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Wählende;-3;;161387;82,255952;149664;75,518463;7,832879;6,737489;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Ungültige;-2;1;1559;0,966001;1826;1,220066;-14,622125;-0,254065;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Ungültige;-2;2;1121;0,694604;1851;1,23677;-39,438142;-0,542167;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Gültige;-1;1;159828;99,033999;147838;98,779934;8,110229;0,254065;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Gültige;-1;2;160266;99,305396;147813;98,76323;8,424834;0,542167;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;CDU;1;1;62245;38,944991;46535;31,477022;33,759536;7,467969;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;CDU;1;2;55063;34,357256;40818;27,614621;34,898819;6,742635;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;SPD;2;1;17697;11,072528;23989;16,226545;-26,228688;-5,154017;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;SPD;2;2;17307;10,798922;27523;18,620148;-37,118047;-7,821227;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;GRÜNE;3;1;12461;7,796506;18184;12,29995;-31,472723;-4,503444;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;GRÜNE;3;2;12443;7,763967;16036;10,848843;-22,405837;-3,084875;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;FDP;4;1;8719;5,455239;24784;16,764296;-64,820045;-11,309057;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;FDP;4;2;9737;6,075524;26768;18,109368;-63,624477;-12,033843;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;AfD;5;1;44002;27,530846;20293;13,726511;116,833391;13,804334;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;AfD;5;2;43401;27,080603;19747;13,359447;119,785284;13,721156;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Die Linke;6;1;7147;4,471682;3177;2,148974;124,960655;2,322708;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Die Linke;6;2;7541;4,705302;3320;2,246081;127,138554;2,459221;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;dieBasis;7;1;;;5058;3,421313;;-3,421313;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;dieBasis;7;2;632;0,394344;4135;2,797454;-84,71584;-2,403109;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;FREIE WÄHLER;8;1;4794;2,999474;3733;2,525061;28,422181;0,474413;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;FREIE WÄHLER;8;2;2350;1,466312;2726;1,844222;-13,793103;-0,37791;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Tierschutzpartei;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Tierschutzpartei;9;2;1504;0,93844;1965;1,329382;-23,46056;-0,390943;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Die PARTEI;10;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Die PARTEI;10;2;637;0,397464;973;0,658264;-34,532374;-0,2608;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Volt;11;1;2763;1,728733;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Volt;11;2;1265;0,789313;371;0,250993;240,97035;0,53832;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;ÖDP;12;1;;;1541;1,042357;;-1,042357;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;ÖDP;12;2;522;0,325709;827;0,559491;-36,88029;-0,233782;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Bündnis C;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Bündnis C;13;2;356;0,222131;299;0,202283;19,063545;0,019848;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;MLPD;14;2;30;0,018719;12;0,008118;150;0,010601;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;2;229;0,142887;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;BSW;16;2;7249;4,523105;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Team Todenhöfer;17;2;;;644;0,435686;;-0,435686;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;PdH;18;1;;;544;0,36797;;-0,36797;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;PdH;18;2;;;243;0,164397;;-0,164397;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Verjüngungsforschung;19;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;Verjüngungsforschung;19;2;;;216;0,146131;;-0,146131;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;PIRATEN;20;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;Partei;PIRATEN;20;2;;;549;0,371415;;-0,371415;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;285;Rottweil – Tuttlingen;LAND;08;System-Gruppe;Übrige;1000;2;;;641;0,433656;;-0,433656;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Wahlberechtigte;-4;;160376;;162800;;-1,488943;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Wählende;-3;;131135;81,767222;122862;75,468059;6,733571;6,299163;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Ungültige;-2;1;1057;0,80604;1370;1,115072;-22,846715;-0,309033;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Ungültige;-2;2;899;0,685553;1340;1,090655;-32,910448;-0,405101;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Gültige;-1;1;130078;99,19396;121492;98,884928;7,067132;0,309033;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;System-Gruppe;Gültige;-1;2;130236;99,314447;121522;98,909345;7,170718;0,405101;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;CDU;1;1;55044;42,316149;44188;36,371119;24,567756;5,94503;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;CDU;1;2;44338;34,04435;32309;26,586955;37,231112;7,457395;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;SPD;2;1;19396;14,911053;21996;18,104896;-11,820331;-3,193842;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;SPD;2;2;16814;12,910409;25814;21,242244;-34,864802;-8,331835;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;GRÜNE;3;1;9979;7,671551;14692;12,092977;-32,078682;-4,421426;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;GRÜNE;3;2;12895;9,901256;16181;13,315284;-20,307768;-3,414028;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;FDP;4;1;4524;3,477913;16747;13,784447;-72,986206;-10,306533;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;FDP;4;2;6874;5,278111;19696;16,207765;-65,099513;-10,929654;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;AfD;5;1;29143;22,40425;12795;10,531558;127,76866;11,872692;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;AfD;5;2;30953;23,766854;13097;10,777472;136,336566;12,989382;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Die Linke;6;1;5295;4,070635;2757;2,269285;92,056583;1,801349;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Die Linke;6;2;6591;5,060813;3062;2,519708;115,25147;2,541104;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;dieBasis;7;1;;;4871;4,009317;;-4,009317;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;dieBasis;7;2;481;0,36933;3819;3,142641;-87,40508;-2,773311;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;FREIE WÄHLER;8;1;2933;2,254801;3306;2,721167;-11,282517;-0,466366;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;FREIE WÄHLER;8;2;2066;1,586351;2390;1,966722;-13,556485;-0,380371;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Tierschutzpartei;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Tierschutzpartei;9;2;1243;0,954421;1602;1,31828;-22,409488;-0,363859;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Die PARTEI;10;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Die PARTEI;10;2;502;0,385454;843;0,693702;-40,450771;-0,308247;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Volt;11;1;1500;1,153154;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Volt;11;2;929;0,71332;357;0,293774;160,22409;0,419546;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;ÖDP;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;ÖDP;12;2;234;0,179674;276;0,227119;-15,217391;-0,047446;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Bündnis C;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;Bündnis C;13;2;285;0,218834;292;0,240286;-2,39726;-0,021452;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;MLPD;14;1;;;140;0,115234;;-0,115234;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;MLPD;14;2;47;0,036088;58;0,047728;-18,965517;-0,01164;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;BÜNDNIS DEUTSCHLAND;15;2;167;0,128229;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;286;Schwarzwald-Baar;LAND;08;Partei;BSW;16;2;5817;4,466507;;;;;;CDU
